NO_DISTRITO,CO_DISTRITO
Aranaú,230020010
Juritianha,230020030
Lagoa do Carneiro,230020040
Acopiara,230030905
Barra do Ingá,230030907
Ebron,230030910
Isidoro,230030915
Quincoê,230030920
Santa Felícia,230030925
Santo Antônio,230030930
São Paulinho,230030931
Solidão,230030933
Trussu,230030935
Aiuaba,230040805
Barra,230040810
Alcântaras,230050705
Ventura,230050710
Altaneira,230060605
São Romão,230060610
Alto Santo,230070505
Castanhão,230070510
Bom Jesus,230070520
Cabrito,230070525
Amontada,230075405
Aracatiara,230075410
Garças,230075412
Icaraí,230075415
Lagoa Grande,230075420
Moitas,230075425
Mosquito,230075428
Nascente,230075430
Poço Comprido,230075435
Sabiaguaba,230075440
Antonina do Norte,230080405
Apuiarés,230090305
Canafístula,230090310
Vila Soares,230090315
Aquiraz,230100005
Camará,230100007
Caponga da Bernarda,230100008
Jacaúna,230100015
Justiniano de Serpa,230100020
Patacas,230100025
Tapera,230100030
Aracati,230110905
Barreira dos Vianas,230110907
Cabreiro,230110910
Córrego dos Fernandes,230110916
Jirau,230110924
Mata Fresca,230110935
Aracoiaba,230120805
Ideal,230120815
Jaguarão,230120816
Jenipapeiro,230120817
Lagoa de São João,230120819
Milton Belo,230120821
Pedra Branca,230120823
Plácido Martins,230120824
Vazantes,230120825
Ararendá,230125705
Santo Antonio,230125715
Ramadinha,230125720
Araripe,230130705
Alagoinha,230130710
Brejinho,230130715
Pajeú,230130720
Riacho Grande,230130725
Aratuba,230140605
Pai João,230140620
Arneiroz,230150505
Cachoeira de Fora,230150510
Planalto,230150520
Assaré,230160405
Amaro,230160410
Aratama,230160415
Cajazeiras dos Simiões,230160430
Aurora,230170305
Ingazeiras,230170310
Santa Vitória,230170312
Tipi,230170315
Baixio,230180205
Banabuiú,230185105
Laranjeiras,230185112
Pedras Brancas,230185114
Rinaré,230185115
Sitiá,230185120
Barbalha,230190105
Arajara,230190110
Caldas,230190112
Estrela,230190115
Barreira,230195005
Córrego,230195010
Lagoa do Barro,230195015
Lagoa Grande,230195025
Barro,230200805
Cuncas,230200810
Engenho Velho,230200812
Iara,230200815
Monte Alegre,230200817
Santo Antônio,230200820
Serrota,230200825
Barroquinha,230205705
Araras,230205710
Bitupitá,230205715
Baturité,230210705
Beberibe,230220605
Forquilha,230220608
Itapeim,230220610
Parajuru,230220615
Paripueira,230220620
Serra do Félix,230220622
Sucatinga,230220625
Bela Cruz,230230505
Prata,230230510
Boa Viagem,230240405
Águas Belas,230240407
Boqueirão,230240408
Domingos da Costa,230240410
Guia,230240415
Ibuaçu,230240420
Ipiranga,230240422
Jacampari,230240425
Massapê dos Paes,230240430
Olho D'Água do Bezerril,230240431
Olho d'Água dos Facundos,230240432
Poço da Pedra,230240435
Brejo Santo,230250305
Poço,230250310
São Filipe,230250315
Camocim,230260205
Amarelas,230260210
Guriú,230260225
Campos Sales,230270105
Barão de Aquiraz,230270110
Carmelópolis,230270115
Itaguá,230270120
Quixariú,230270125
Canindé,230280005
Bonito,230280010
Caiçara,230280012
Capitão Pedro Sampaio,230280013
Esperança,230280015
Iguaçu,230280017
Ipueiras dos Gomes,230280020
Monte Alegre,230280025
Targinos,230280030
Ubiraçu,230280035
Vazante do Curú,230280040
Capistrano,230290905
Caridade,230300605
Campos Belos,230300610
São Domingos,230300615
Cariré,230310505
Arariús,230310510
Tapuio,230310535
Caririaçu,230320405
Feitosa,230320410
Valência,230320415
Miragem,230320420
Cachoeirinha,230320425
Cariús,230330305
Caipu,230330310
São Bartolomeu,230330315
São Sebastião,230330320
Carnaubal,230340205
Cascavel,230350105
Caponga,230350110
Cristais,230350112
Guanacés,230350115
Jacarecoara,230350120
Pitombeiras,230350130
Catarina,230360005
Catunda,230365905
Paraíso,230365920
Video,230365925
Caucaia,230370905
Bom Princípio,230370907
Catuana,230370910
Guararu,230370915
Jurema,230370917
Mirambé,230370920
Sítios Novos,230370925
Tucunduba,230370930
Cedro,230380805
Assunção,230380807
Várzea da Conceição,230380810
Candeias,230380820
Lagedo,230380830
Santo Antônio,230380840
São Miguel,230380850
Chaval,230390705
Passagem,230390710
Choró,230393105
Barbada,230393108
Caiçarinha,230393110
Maravilha,230393120
Monte Castelo,230393125
Chorozinho,230395605
Campestre,230395610
Cedro,230395615
Patos dos Liberatos,230395625
Timbaúba dos Marinheiros,230395635
Triângulo,230395640
Coreaú,230400405
Araquém,230400410
Aroeiras,230400415
Ubaúna,230400420
Crateús,230410305
Assis,230410307
Curral Velho,230410309
Ibiapaba,230410310
Irapuá,230410315
Lagoa das Pedras,230410317
Montenebo,230410320
Poti,230410330
Realejo,230410333
Santo Antônio,230410335
Santana,230410337
Tucuns,230410340
Crato,230420205
Baixio das Palmeiras,230420206
Belmonte,230420207
Campo Alegre,230420209
Dom Quintino,230420210
Monte Alverne,230420218
Bela Vista,230420222
Ponta da Serra,230420225
Santa Fé,230420230
Santa Rosa,230420240
Croatá,230423605
Barra do Sotero,230423610
Betânia,230423620
Lagoa da Cruz,230423625
Repartição,230423635
Santa Tereza,230423640
Vista Alegre,230423645
São Roque,230423650
Cruz,230425105
Caiçara,230425110
Deputado Irapuan Pinheiro,230426905
Aurora,230426906
Baixio,230426907
Betânia,230426910
Ereré,230427705
São João,230427720
Tomé Vieira,230427725
Eusébio,230428505
Farias Brito,230430105
Cariutaba,230430110
Nova Betânia,230430115
Quincuncá,230430120
Forquilha,230435005
Salgado dos Mendes,230435020
Trapiá,230435025
Fortaleza,230440005
Fortim,230445905
Barra,230445910
Campestre,230445915
Guajiru,230445920
Maceió,230445925
Viçosa,230445930
Frecheirinha,230450905
General Sampaio,230460805
Graça,230465705
Lapa,230465720
Granja,230470705
Adrianópolis,230470710
Ibuguaçu,230470715
Parazinho,230470720
Pessoa Anta,230470725
Sambaíba,230470730
Timonha,230470735
Granjeiro,230480605
Groaíras,230490505
Itamaracá,230490515
Guaiúba,230495405
Água Verde,230495410
Baú,230495411
Dourado,230495413
Itacima,230495415
Núcleo Colonial Pio XII (São Gerônimo),230495425
Guaraciaba do Norte,230500105
Várzea dos Espinhos,230500120
Martinslândia,230500122
Morrinhos Novos,230500125
Mucambo,230500127
Sussuanha,230500130
Guaramiranga,230510005
Pernambuquinho,230510010
Hidrolândia,230520905
Betânia,230520910
Conceição,230520915
Irajá,230520920
Horizonte,230523305
Aningas,230523307
Dourados,230523312
Queimados,230523330
Ibaretama,230526605
Nova-Vida,230526620
Oiticica,230526625
Pedra e Cal,230526627
Piranji,230526630
Ibiapina,230530805
Alto Lindo,230530807
Betânia,230530808
Santo Antônio da Pindoba,230530810
Ibicuitinga,230533205
Açude dos Pinheiros,230533210
Canindezinho,230533215
Chile,230533220
Viçosa,230533230
Icapuí,230535705
Ibicuitaba,230535710
Manibú,230535715
Icó,230540705
Cruzeirinho,230540710
Icozinho,230540715
Lima Campos,230540720
Pedrinhas,230540725
São Vicente,230540730
Iguatu,230550605
Barreiras,230550610
Barro Alto,230550613
Baú,230550615
José de Alencar,230550625
Gadelha,230550635
Riacho Vermelho,230550636
Suassurana,230550640
Independência,230560505
Ematuba,230560520
Iapi,230560525
Tranqueiras,230560545
Ipaporanga,230565405
Sacramento,230565410
Lagoa do Barro,230565415
Mulungú,230565420
Ipaumirim,230570405
Felizardo,230570410
Canaúna,230570420
Ipu,230580305
Abílio Martins,230580308
Flores,230580315
Ingazeiras,230580318
Recanto,230580323
Várzea do Giló,230580325
Ipueiras,230590205
Alazans,230590207
América,230590210
Balseiros,230590212
Engenheiro João Tomé,230590215
Gázea,230590220
Livramento,230590225
Matriz,230590230
Nova Fátima,230590235
São José,230590237
São José das Lontras,230590240
Nova Graça,230590250
Iracema,230600905
Bastiões,230600907
Ema,230600915
Irauçuba,230610805
Boa Vista do Caxitoré,230610810
Juá,230610815
Missi,230610820
Itaiçaba,230620705
Itaitinga,230625605
Itapajé,230630605
Aguaí,230630607
Baixa Grande,230630610
Cruz,230630620
Iratinga,230630625
Pitombeira,230630630
São Tomé,230630632
Serrote do Meio,230630634
Soledade,230630635
Itapipoca,230640505
Arapari,230640520
Ipu Mazagão,230640522
Assunção,230640525
Baleia,230640527
Barrento,230640530
Bela Vista,230640535
Calugi,230640536
Cruxati,230640540
Deserto,230640547
Lagoa das Mercês,230640549
Marinheiros,230640550
Itapiúna,230650405
Caio Prado,230650410
Itans,230650415
Palmatória,230650420
Itarema,230655305
Almofala,230655310
Carvoeiro,230655315
Itatira,230660305
Bandeira,230660310
Cachoeira,230660312
Lagoa do Mato,230660315
Morro Branco,230660320
Jaguaretama,230670205
Jaguaribara,230680105
Jaguaribe,230690005
Aquinópolis,230690010
Feiticeiro,230690015
Mapuá,230690020
Nova Floresta,230690025
Jaguaruana,230700705
Santa Luzia,230700718
São José do Lagamar,230700720
Figueiredo,230700730
Jardim,230710605
Corrente,230710607
Jati,230720505
Balanças,230720510
Carnaúba,230720515
Jijoca de Jericoacoara,230725405
Juazeiro do Norte,230730405
Marrocos,230730410
Padre Cícero,230730415
Jucás,230740305
Baixio da Donana,230740310
Canafístula,230740315
Mel,230740320
Poço Grande,230740325
São Pedro do Norte,230740330
Lavras da Mangabeira,230750205
Amaniutuba,230750210
Arrojado,230750215
Iborepi,230750220
Mangabeira,230750225
Quitaiús,230750230
Limoeiro do Norte,230760105
Bixopá,230760110
Madalena,230763505
Macaoca,230763510
Cacimba Nova,230763515
Cajazeiras,230763520
Paus Branco,230763530
União,230763545
Maracanaú,230765005
Pajuçara,230765030
Maranguape,230770005
Amanari,230770010
Antônio Marques,230770015
Cachoeira,230770017
Itapebussu,230770020
Jubaia,230770025
Ladeira Grande,230770026
Lages,230770027
Lagoa do Juvenal,230770029
Manoel Guedes,230770031
Papara,230770032
Penedo,230770033
Sapupara,230770035
São João do Amanari,230770037
Tanques,230770040
Umarizeiras,230770042
Marco,230780905
Panacuí,230780910
Mocambo,230780915
Martinópole,230790805
Massapê,230800505
Aiuá,230800510
Ipaguaçu,230800513
Mumbaba,230800515
Padre Linhares,230800520
Tangente,230800522
Tuína,230800525
Mauriti,230810405
Anauá,230810410
Buritizinho,230810412
Coité,230810415
Nova Santa Cruz,230810420
São Félix,230810425
Palestina do Cariri,230810427
São Miguel,230810429
Umburanas,230810430
Olho D'água,230810435
Meruoca,230820305
Anil,230820307
Camilos,230820310
Palestina do Norte,230820315
Santo Antônio dos Fernandes,230820320
São Francisco,230820325
Milagres,230830205
Rosário,230830210
Café da Linha,230830215
Milhã,230835105
Baixa Verde,230835106
Barra,230835108
Carnaubinha,230835110
Miraíma,230837705
Brotas,230837710
Poço da Onça,230837720
Riachão,230837725
Missão Velha,230840105
Jamacaru,230840115
Missão Nova,230840120
Quimami,230840125
Mombaça,230850005
Açudinho dos Costas,230850007
Boa Vista,230850010
Cangati,230850015
Carnaúbas,230850020
Catolé,230850025
Cipó,230850026
Manoel Correia,230850027
Morada Nova,230850030
São Vicente,230850035
Monsenhor Tabosa,230860905
Barreiros,230860910
Nossa Senhora do Livramento,230860915
Morada Nova,230870805
Aruaru,230870810
Boa Água,230870815
Juazeiro de Baixo,230870825
Lagoa Grande,230870827
Pedras,230870830
Roldão,230870835
Uiraponga,230870840
Moraújo,230880705
Boa Esperança,230880707
Várzea da Volta,230880710
Morrinhos,230890605
Sítio Alegre,230890640
Mucambo,230900305
Carqueijo,230900310
Poço Verde,230900315
Mulungu,230910205
Nova Olinda,230920105
Triunfo,230920130
Nova Russas,230930005
Canindezinho,230930015
Espacinha,230930019
Major Simplício,230930025
Nova Betânia,230930030
São Pedro,230930045
Moringue,230930055
Novo Oriente,230940905
Emaús,230940915
Palestina,230940920
Santa Maria,230940924
São Raimundo,230940925
Três Irmãos,230940930
Ocara,230945805
Arisco dos Marianos,230945807
Curupira,230945810
Novo Horizonte,230945820
Sereno de Cima,230945830
Serragem,230945840
Orós,230950805
Guassussê,230950810
Igarói,230950815
Palestina,230950820
Santarém,230950830
Pacajus,230960705
Itaipaba,230960720
Pascoal,230960730
Pacatuba,230970605
Monguba,230970633
Pavuna,230970635
Senador Carlos Jereissati,230970650
Pacoti,230980505
Colina,230980510
Fátima,230980515
Santa Ana,230980520
Pacujá,230990405
Palhano,231000105
São José,231000110
Palmácia,231010005
Gado,231010010
Paracuru,231020905
Jardim,231020910
Poço Doce,231020920
Paraipaba,231025805
Boa Vista,231025810
Lagoinha,231025820
Parambu,231030805
Cococi,231030810
Gavião,231030812
Miranda,231030814
Monte Sion,231030815
Novo Assis,231030820
Oiticica,231030830
Riachão,231030835
Campo Grande,231030840
Paramoti,231040705
Pedra Branca,231050605
Capitão Mor,231050607
Mineirolândia,231050610
Santa Cruz do Banabuiú,231050615
Tróia,231050620
Penaforte,231060505
Pentecoste,231070405
Matias,231070410
Porfírio Sampaio,231070415
Sebastião de Abreu,231070420
Pereiro,231080305
Crioulos,231080310
Pindoretama,231085205
Capim de Roça,231085210
Caponguinha,231085215
Pratiús,231085225
Piquet Carneiro,231090205
Catolé da Pista,231090207
Ibicuã,231090210
Mulungu,231090215
Pires Ferreira,231095105
Santo Izidro,231095110
Poranga,231100905
Buritizal,231100907
Cachoeira Grande,231100908
Macambira,231100910
Porteiras,231110805
Potengi,231120705
Barreiros,231120710
Potiretama,231123105
Canindezinho,231123110
Quiterianópolis,231126405
Algodões,231126410
São Francisco,231126420
Quixadá,231130605
Califórnia,231130618
Cipó dos Anjos,231130625
Custódio,231130630
Daniel de Queiróz,231130635
Dom Maurício,231130640
Juá,231130643
Juatama,231130650
Riacho Verde,231130652
São Bernardo,231130657
São João dos Queirozes,231130659
Tapuiará,231130665
Várzea da Onça,231130670
Quixelô,231135505
Antonico,231135507
Quixeramobim,231140505
Belém,231140507
Berilândia,231140508
Encantado,231140510
Lacerda,231140515
Manituba,231140530
Nenelândia,231140532
Passagem,231140535
Damião Carneiro,231140540
São Miguel,231140545
Uruquê,231140550
Quixeré,231150405
Água Fria,231150407
Lagoinha,231150410
Tomé,231150420
Redenção,231160305
Antônio Diogo,231160315
Guassi,231160325
Barra Nova,231160330
Reriutaba,231170205
Amanaiara,231170210
Campo Lindo,231170220
Russas,231180105
Bonhu,231180110
Flores,231180115
Lagoa Grande,231180117
Peixe,231180119
São João de Deus,231180120
Timbaúba de Nossa Senhora das Dores,231180125
Saboeiro,231190005
Barrinha,231190008
Felipe,231190009
Flamengo,231190010
Malhada,231190030
São José,231190050
Salitre,231195905
Caldeirão,231195910
Lagoa dos Crioulos,231195920
Santana do Acaraú,231200705
Bahia,231200707
Baixa Fria,231200708
Barro Preto,231200709
João Cordeiro,231200710
Mutambeiras,231200715
Parapuí,231200720
Sapó,231200725
Santana do Cariri,231210605
Anjinhos,231210610
Araporanga,231210615
Brejo Grande,231210620
Dom Leme,231210625
Pontal da Santa Cruz,231210640
Santa Quitéria,231220505
Lisieux,231220510
Logradouro,231220520
Macaraú,231220525
Malhada Grande,231220530
Saco do Belém,231220535
Raimundo Martins,231220540
Trapiá,231220545
Riacho da Pedras,231220550
Sangradouro,231220555
Areal,231220560
São Benedito,231230405
Barreiros,231230409
Inhuçu,231230415
São Gonçalo do Amarante,231240305
Cágado,231240308
Croatá,231240310
Pecém,231240315
Serrote,231240320
Siupé,231240325
Taiba,231240327
Umarituba,231240330
São João do Jaguaribe,231250205
São Luís do Curu,231260105
Senador Pompeu,231270005
Bonfim,231270006
Codia,231270008
Engenheiro José Lopes,231270010
São Joaquim do Salgado,231270015
Senador Sá,231280905
Salão,231280910
Serrota,231280915
Sobral,231290805
Aprazível,231290807
Aracatiaçu,231290810
Bonfim,231290815
Caioca,231290820
Caracará,231290825
Jaibaras,231290835
Jordão,231290840
Rafael Arruda,231290845
Patos,231290847
Patriarca,231290850
São José do Torto,231290853
Taperuaba,231290855
Solonópole,231300505
Assunção,231300510
Cangati,231300515
Pasta,231300530
Prefeita Suely Pinheiro,231300532
São José de Solonópole,231300535
Tabuleiro do Norte,231310405
Olho-d'Água da Bica,231310410
Peixe Gordo,231310415
Tamboril,231320305
Açudinho,231320307
Boa Esperança,231320310
Carvalho,231320315
Curatis,231320320
Holanda,231320325
Oliveiras,231320330
Sucesso,231320335
Tarrafas,231325205
Vila Nova,231325210
Tauá,231330205
Barra Nova,231330210
Carrapateiras,231330215
Inhamuns,231330220
Marrecas,231330225
Marruás,231330230
Santa Tereza,231330233
Trici,231330235
Tejuçuoca,231335105
Caxitoré,231335110
Tianguá,231340105
Arapá,231340110
Caruataí,231340115
Pindoguaba,231340120
Tabainha,231340125
Bela Vista,231340130
Trairi,231350005
Córrego Fundo,231350006
Canaan,231350007
Fleicheiras,231350008
Gualdrapas,231350009
Mundaú,231350010
Munguba,231350011
Tururu,231355905
Cemoaba,231355910
Conceição,231355915
São Pedro do Gavião,231355925
Ubajara,231360905
Araticum,231360910
Jaburuna,231360915
Nova Veneza,231360925
Umari,231370805
Pio X,231370815
Umirim,231375705
Caxitoré,231375720
São Joaquim,231375730
Uruburetama,231380705
Itacolomy,231380709
Mundaú,231380711
Retiro,231380713
Santa Luzia,231380715
Uruoca,231390605
Campánario,231390610
Paracuá,231390615
Varjota,231395505
Croatá,231395515
Várzea Alegre,231400305
Calabaça,231400310
Canindezinho,231400315
Ibicatu,231400320
Naraniú,231400325
Riacho Verde,231400330
Viçosa do Ceará,231410205
General Tibúrcio,231410210
Juá dos Vieiras,231410212
Lambedouro,231410215
Manhoso,231410217
Padre Vieira,231410220
Passagem da Onça,231410223
Quatiguaba,231410225
Acari,240010905
Açu,240020805
Afonso Bezerra,240030705
Água Nova,240040605
Alexandria,240050505
Almino Afonso,240060405
Alto do Rodrigues,240070305
Angicos,240080205
Antônio Martins,240090105
Apodi,240100805
Areia Branca,240110705
Arês,240120605
Campo Grande,240130505
Baía Formosa,240140405
Baraúna,240145305
Barcelona,240150305
Bento Fernandes,240160205
Bodó,240165105
Bom Jesus,240170105
Brejinho,240180005
Caiçara do Norte,240185905
Caiçara do Rio do Vento,240190905
Caicó,240200605
Campo Redondo,240210505
Canguaretama,240220405
Caraúbas,240230305
São Geraldo,240230310
Carnaúba dos Dantas,240240205
Carnaubais,240250105
Ceará-Mirim,240260005
Cerro Corá,240270905
Coronel Ezequiel,240280805
Coronel João Pessoa,240290705
Cruzeta,240300405
